Name,Title,Year,Journal,Type,Keywords,Abstract,DOI,Article Affiliation,ORCID,Scopus ID,Google Scholar ID
Julie Blaszczak,How can registered nurses prepare medical students to be better residents? A qualitative study on feedback in a simulated paging curriculum,2021,Journal of Interprofessional Education and Practice,Article,feedback; interprofessional communication; physician - nurse communication; residency preparation; standardize register nurse,"2021Physician-nurse communication skills are critical for incoming residents; however, standardized training and feedback targeting these skills are not well-described. We used a qualitative approach to determine types of feedback standardized registered nurses (SRN) can provide to students pre-residency. Senior medical students enrolled in an elective one-month specialty-specific Residency Preparation Course in 2018 participated in a simulated paging curriculum where they responded to urgent pages from SRNs about mock patients. The SRNs followed a script and assessed students using a rubric, then provided immediate verbal feedback on the students’ clinical management and communication skills. We recorded, de-identified, transcribed, and coded feedback, then determined themes. Seventy-six students participated and 162 encounters were recorded. We developed nine codes and identified two themes: positive reinforcement and authentic clinical feedback. The SRNs connected the cases to real-life experiences, reflecting upon mistakes or interactions they have made, to emphasize learning points for the student. This non-scripted, authentic clinical feedback reinforced the feedback provided on specific domains including information gathering, communication, and clinical management. This study highlights the value of utilizing SRNs to provide interprofessional feedback to medical students just prior to residency.",10.1016/j.xjep.2021.100454,University of Michigan Medical School,0000-0002-0093-858X,57199720858,
Julie Blaszczak,Real-Time Data Collection Using Text Messaging in a Primary Care Clinic,2017,Telemedicine and e-Health,Article,cell phone; data collection; mobile; patient survey; real - time; sm; text message; waiting room,"Copyright 2017, Mary Ann Liebert, Inc. 2017.Background: The use of text messaging is nearly ubiquitous and represents a promising method of collecting data from diverse populations. Introduction: The purpose of this study was to assess the feasibility and acceptability of text message surveys in a clinical setting and to describe key lessons to minimize attrition. Methods: We obtained a convenience sample of individuals who entered the waiting room of a low-income, primary care clinic. Participants were asked to answer between 17 and 30 survey questions on a variety of health-related topics, including both open- and closed-ended questions. Descriptive statistics were used to characterize the participants and determine the response rates. Bivariate analyses were used to identify predictors of incomplete surveys. Results: Our convenience sample consisted of 461 individuals. Of those who attempted the survey, 80% (370/461) completed it in full. The mean age of respondents was 35.4 years (standard deviation = 12.4). Respondents were predominantly non-Hispanic black (42%) or non-Hispanic white (41%), female (75%), and with at least some college education (70%). Of those who completed the survey, 84% (312/370) reported willingness to do another text message survey. Those with incomplete surveys answered a median of nine questions before stopping. Smartphone users were less likely to leave the survey incomplete compared with non-smartphone users (p = 0.004). Discussion: Text-message surveys are a feasible and acceptable method to collect real-time data among low-income, clinic-based populations. Offering participants a setting for immediate survey completion, minimizing survey length, simplifying questions, and allowing ""free text"" responses for all questions may optimize response rates.",10.1089/tmj.2017.0022,University of Michigan Medical School,0000-0002-3580-9438,57199720858,
Julie Blaszczak,Transgender Care Is Family Medicine: A Call to Action,2024,Family Medicine,Article,cultural competence and responsiveness; gay; health care system issue; health transgender; lesbian; special population,,10.22454/FAMMED.2024.167363,University of Utah School of Medicine,0000-0001-6646-9918,57199720858,
Julie Prussack,Cervical cancer screening: Impact of collection technique on human papillomavirus detection and genotyping,2025,Preventive Medicine Reports,Article,agreement .; cervical cancer screening; kappa .; primary hpv; self - sampling .; sensitivity .; specificity .,"2025Background: The Food and Drug Administration (FDA) in the US approved primary human papillomavirus (HPV) testing for speculum-based cervical cancer screening ten years ago and, in May 2024, approved the self-collection technique. Our study defines the kappa agreement between self- and speculum-based collection techniques for 15 types of high-risk HPV. Additionally, we describe the sensitivity and specificity ratios for HPV testing using both collection methods. Methods: Participants recruited in 2020–2022 included 97 colposcopy attendees and 96 routine primary care screening attendees aged 30–65, who agreed to self-sample before their clinically scheduled speculum-based exam. Prevalence-based kappa calculated agreement, sensitivity and specificity ratios calculated accuracy using the cervical intraepithelial neoplasia grade 2 or worse (CIN 2+) threshold. Results: The average ages were 45.9 (SD 10.5) and 46.2 (SD 11.0) years for the colposcopy and primary care attendees, respectively. HPV 16, 68, and 39 were the most common types detected. The lower bound of the 95 % Cl for kappa calculations was above 0.81, indicating almost perfect agreement across all HPV genotypes. The sensitivity and specificity ratios were consistent at 1.0 across both collection methods. The HPV positivity rate was significantly higher among colposcopy attendees at 66 % (64/97), compared to 14 % (13/96) among routine primary care screeners. The study identified 17 women with CIN2 + . Conclusions: Primary HPV screening with self-collection is equivalent to speculum-based collection among people aged 30–65. The findings emphasize the utility of self-collection in identifying high-grade lesions and the consistency of HPV detection across different collection methods.",10.1016/j.pmedr.2025.102971,University of Michigan Medical School,,57203951781,
Julie Prussack,Contraceptive care for women with medical conditions: A qualitative study to identify potential best practices for primary care physicians,2019,Family Medicine,Article,care woman; contraception larc; contraceptive; contraceptive counseling; contraceptive education; primary care; provide contraception; woman medical,"2019, Society of Teachers of Family Medicine. All rights reserved.BACKGROUND AND OBJECTIVES: Women with medical conditions are at higher risk of pregnancy-related morbidity and mortality than women without medical conditions. Thus, women who do not desire pregnancy should be offered contraceptive counseling and methods. The objective of this qualitative study was to identify potential best practices to guide primary care physicians (PCPs) in providing contraception and contraceptive counseling for women with medical conditions. METHODS: We conducted semistructured qualitative interviews of 10 PCPs who routinely provide contraception including long-acting reversible contraception (LARC). To inform the data collection and analysis, we adapted constructs from the Theoretical Domains Framework. We coded transcripts and identified themes until saturation of our theoretical constructs was achieved. RESULTS: Physician time constraints, lack of patient knowledge, and competing demands related to medical condition management were identified as barriers to contraceptive care. The study participants reported multiple strategies to mitigate these barriers. They emphasized providing reproductive health education in the context of an individual’s chronic conditions and medications, educating about LARC methods, and using the US Medical Eligibility Criteria (US MEC) as a point-of-care clinical tool to guide contraceptive selection. CONCLUSIONS: The study participants (PCPs experienced in contraceptive care), described multifaceted approaches to providing contraception for women with medical conditions, including tailored contraceptive education and use of the US MEC for clinical guidance. Future research is needed to assess if such strategies can improve patient outcomes and be adopted by PCPs who have less experience with contraceptive care.",10.22454/FamMed.2019.499467,Michigan Medicine,,57203951781,
Julie Prussack,Reducing Unnecessary Vitamin D Screening in an Academic Health System: What Works and When,2018,American Journal of Medicine,Note,academic; screen academic; unnecessary vitamin; vitamin; vitamin screening,,10.1016/j.amjmed.2018.06.025,VA Ann Arbor Healthcare System,,57203951781,
Justine Wu,“It Wasn’t for the Sake of Me and My Mental Health”: Transgender People’s Perspective on the Role of Mental Health Providers in Initiating Gender-Affirming Hormones - a Qualitative Study,,,,gender - affirm hormone; health transgender; hormones qualitative; transgender people,,,,0000-0003-4646-8410,,
Justine Wu,A family medicine training collaborative in early abortion,,,,abortion; early abortion; family medicine; medicine; medicine training,,,,0000-0003-4646-8410,,
Justine Wu,"A NOVEL, THEORY-DRIVEN CONTRACEPTIVE DECISION TOOL FOR WOMEN WITH MEDICAL CONDITIONS: A MIXED-METHODS APPROACH TO INTERVENTION DESIGN",,,,contraceptive; contraceptive decision; drive contraceptive; intervention design; mixed method,,,,0000-0003-4646-8410,,
Justine Wu,A theoretical model of contraceptive decision-making and behaviour in diabetes: A qualitative application of the Health Belief Model,2021,Diabetic Medicine,Article,behaviour; contraceptive; contraceptive counselling; contraceptive decision; diabete contraceptive; diabete qualitative; efficacy contraceptive; health belief; model contraceptive,"2020 Diabetes UKAim: People with diabetes have contraceptive needs that have been inadequately addressed. The aim of this qualitative study was to develop a theoretical model that reflects contraceptive decision-making and behaviour in the setting of diabetes mellitus. Methods: We conducted semi-structured, qualitative interviews of 17 women with type 1 or type 2 diabetes from Michigan, USA. Participants were recruited from a diabetes registry and local clinics. We adapted domains from the Health Belief Model (HBM) and applied reproductive justice principles to inform the qualitative data collection and analysis. Using an iterative coding template, we advanced from descriptive to theoretical codes, compared codes across characteristics of interest (e.g. diabetes type), and synthesized the theoretical codes and their relationships in an explanatory model. Results: The final model included the following constructs and themes: perceived barriers and benefits to contraceptive use (effects on blood sugar, risk of diabetes-related complications, improved quality of life); perceived seriousness of pregnancy (harm to self, harm to foetus or baby); perceived susceptibility to pregnancy risks (diabetes is a ‘high risk’ state); external cues to action (one-size-fits-all/anxiety-provoking counselling vs. personalized/trust-based counselling); internal cues to action (self-perceived ‘sickness’); self-efficacy (reproductive self-efficacy, contraceptive self-efficacy); and modifying factors (perceptions of biased counselling based upon one’s age, race or severity of disease). Conclusions: This novel adaptation of the HBM highlights the need for condition-specific and person-centred contraceptive counselling for those with diabetes.",10.1111/dme.14434,University of Michigan Medical School,0000-0003-4646-8410,56055377000,
Justine Wu,A web-based decision tool to improve contraceptive counseling for women with chronic medical conditions: Protocol for a mixed methods implementation study,2018,JMIR Research Protocols,Article,birth control; chronic disease; contraception; counseling; decision support technique; implementation science; mobile app; multiple chronic; primary care; qualitative research,"Justine P Wu, Laura J Damschroder, Michael D Fetters, Brian J Zikmund-Fisher, Benjamin F Crabtree, Shawna V Hudson, Mack T Ruffin IV, Juliana Fucinari, Minji Kang, L Susan Taichman, John W Creswell.Background: Women with chronic medical conditions, such as diabetes and hypertension, have a higher risk of pregnancy-related complications compared with women without medical conditions and should be offered contraception if desired. Although evidence based guidelines for contraceptive selection in the presence of medical conditions are available via the United States Medical Eligibility Criteria (US MEC), these guidelines are underutilized. Research also supports the use of decision tools to promote shared decision making between patients and providers during contraceptive counseling. Objective: The overall goal of the MiHealth, MiChoice project is to design and implement a theory-driven, Web-based tool that incorporates the US MEC (provider-level intervention) within the vehicle of a contraceptive decision tool for women with chronic medical conditions (patient-level intervention) in community-based primary care settings (practice-level intervention). This will be a 3-phase study that includes a predesign phase, a design phase, and a testing phase in a randomized controlled trial. This study protocol describes phase 1 and aim 1, which is to determine patient-, provider-, and practice-level factors that are relevant to the design and implementation of the contraceptive decision tool. Methods: This is a mixed methods implementation study. To customize the delivery of the US MEC in the decision tool, we selected high-priority constructs from the Consolidated Framework for Implementation Research and the Theoretical Domains Framework to drive data collection and analysis at the practice and provider level, respectively. A conceptual model that incorporates constructs from the transtheoretical model and the health beliefs model undergirds patient-level data collection and analysis and will inform customization of the decision tool for this population. We will recruit 6 community-based primary care practices and conduct quantitative surveys and semistructured qualitative interviews with women who have chronic medical conditions, their primary care providers (PCPs), and clinic staff, as well as field observations of practice activities. Quantitative survey data will be summarized with simple descriptive statistics and relationships between participant characteristics and contraceptive recommendations (for PCPs), and current contraceptive use (for patients) will be examined using Fisher exact test. We will conduct thematic analysis of qualitative data from interviews and field observations. The integration of data will occur by comparing, contrasting, and synthesizing qualitative and quantitative findings to inform the future development and implementation of the intervention. Results: We are currently enrolling practices and anticipate study completion in 15 months. Conclusions: This protocol describes the first phase of a multiphase mixed methods study to develop and implement a Web-based decision tool that is customized to meet the needs of women with chronic medical conditions in primary care settings. Study findings will promote contraceptive counseling via shared decision making and reflect evidence-based guidelines for contraceptive selection.",10.2196/resprot.9249,University of Michigan Medical School,0000-0002-5006-880X,7004007865,
Justine Wu,Access and Barriers to Home Device Use in Pregnancy,,,,barrier home; device use; home device; pregnancy; use pregnancy,,,,0000-0003-4646-8410,,
Justine Wu,Are the contraceptive recommendations of family medicine educators evidence-based?: A CERA survey,2016,Family Medicine,Article,family,"2016, Society of Teachers of Family Medicine. All rights reserved.BACKGROUND AND OBJECTIVES: Our study aims were to: (1) describe the scope of contraceptive methods provided by US family medicine educators and (2) assess the extent to which US family medicine educators’ recommendations regarding eligibility criteria for contraceptive methods are consistent with Centers for Disease Control and Prevention (CDC) guidelines. METHODS: We contributed survey items as part of the 2014 Council of Academic Family Medicine Educational Research Alliance (CERA) omnibus survey, which is distributed annually to a national cohort of US family medicine educators. We created two summary scales, comprised of clinical scenarios, to assess the extent to which provider recommendations regarding eligibility criteria for oral contraceptive pills (OCPs, six scenarios) and the intrauterine device (IUD, eight scenarios) were consistent with CDC guidelines. RESULTS: Among the 1,054 respondents (33% response rate), 98% prescribe OCPs and 66% insert IUDs. The OCP scale mean was 4.6 ± SD 1.6 (range 0–6), and the IUD scale mean was 4.8 SD ± 2.3 (range 0–8). These scores reflect that 23% of providers’ OCP recommendations and 40% of their IUD recommendations were inconsistent with CDC guidelines. CONCLUSIONS: The contraceptive recommendations of this cohort of family medicine educators only partially reflected evidence-based guidelines. More misconceptions were noted regarding eligibility criteria for the IUD than for OCPs. To avoid denying safe and effective contraception to otherwise appropriate candidates and putting women at risk of unintended pregnancy, evidence-based contraceptive recommendations must be improved among family medicine educators.",,"University of Michigan, Ann Arbor",0000-0003-4646-8410,56055377000,
Justine Wu,Awareness and attitudes around the new subspecialty within OB/GYN called complex family planning: A cera survey of family medicine chairs,2020,Family Medicine,Article,family medicine; family planning; obgyn; obgyn call; subspecialty obgyn,"2020, Society of Teachers of Family Medicine. All rights reserved.BACKGROUND AND OBJECTIVES: Family physicians play an important role in delivery of family planning services, but many factors impact scope of prac-tice. One important factor is the development of subspecialties, such as the new subspecialty within obstetrics and gynecology called complex family planning (CFP). METHODS: In 2019, we conducted a survey of family medicine department chairs as part of the Council of Academic Family Medicine Educational Research Alliance survey. We used descriptive statistics and logistic regression to test for associations between program and chair characteristics, knowledge of CFP, and attitudes regarding family planning services (complex contraceptive counseling, pregnancy options counseling, first trimester miscarriage manage-ment, and pregnancy termination). RESULTS: The survey response rate was 54% (105/193). Only 8% of respondents were aware of the CFP subspecialty. The majority of chairs considered all queried family planning services as part of family medicine’s scope of practice, including pregnancy termination by medication abortion (77%) and by uterine aspiration (60%). Chairs of departments with a faculty champion in family planning had higher odds of advocating for all queried family planning services as part of family medicine scope of practice (OR 3.0, 1.1-8.2) than those without a faculty champion. CONCLUSIONS: Few chairs are aware of the new subspecialty of CFP, but most would advocate to maintain some form of abortion care in family medicine’s scope of practice. Given family medicine’s role in the health care safety net, supporting faculty champions in family planning is important to preserve access to family planning services for marginalized communities.",10.22454/FamMed.2020.157121,University of Washington School of Medicine,0000-0003-4646-8410,56055377000,
Justine Wu,Contraceptive care for women with medical conditions: A qualitative study to identify potential best practices for primary care physicians,2019,Family Medicine,Article,care woman; contraceptive; primary care; woman medical,"2019, Society of Teachers of Family Medicine. All rights reserved.BACKGROUND AND OBJECTIVES: Women with medical conditions are at higher risk of pregnancy-related morbidity and mortality than women without medical conditions. Thus, women who do not desire pregnancy should be offered contraceptive counseling and methods. The objective of this qualitative study was to identify potential best practices to guide primary care physicians (PCPs) in providing contraception and contraceptive counseling for women with medical conditions. METHODS: We conducted semistructured qualitative interviews of 10 PCPs who routinely provide contraception including long-acting reversible contraception (LARC). To inform the data collection and analysis, we adapted constructs from the Theoretical Domains Framework. We coded transcripts and identified themes until saturation of our theoretical constructs was achieved. RESULTS: Physician time constraints, lack of patient knowledge, and competing demands related to medical condition management were identified as barriers to contraceptive care. The study participants reported multiple strategies to mitigate these barriers. They emphasized providing reproductive health education in the context of an individual’s chronic conditions and medications, educating about LARC methods, and using the US Medical Eligibility Criteria (US MEC) as a point-of-care clinical tool to guide contraceptive selection. CONCLUSIONS: The study participants (PCPs experienced in contraceptive care), described multifaceted approaches to providing contraception for women with medical conditions, including tailored contraceptive education and use of the US MEC for clinical guidance. Future research is needed to assess if such strategies can improve patient outcomes and be adopted by PCPs who have less experience with contraceptive care.",10.22454/FamMed.2019.499467,Michigan Medicine,0000-0003-4646-8410,56055377000,
Justine Wu,"Contraceptive decisions among individuals with medical conditions in Michigan, USA: A qualitative explanatory model informed by the Health Belief Model and the principle of respect for patient autonomy",2022,Contraception,Article,behavior contraceptive; chronic disease; condition medical; contraception; contraceptive decision - make; health belief; qualitative research,"2022Objective: We aimed to qualitatively describe the contraceptive experiences of individuals with medical conditions and develop an explanatory model of contraceptive decision-making in this context. Study design: We conducted 41 interviews with pre-menopausal patients with a range of medical conditions from Michigan, United States. We identified themes through open coding and comparative analysis until we reached theoretical saturation. We analyzed the themes in the context of the Health Belief Model constructs and patient autonomy. To develop the explanatory model, we qualitatively mapped out relationships between constructs and how they informed contraceptive-decision making. Results: The model posits that contraceptive decisions are affected by the perceived impact of chronic disease on pregnancy, parenting, and contraceptive options. These perceptions were strongly affected by others, particularly health care providers (HCPs). Most worried that pregnancy could threaten their health, fetal health, or ability to parent. Active symptoms of chronic disease (e.g., pain, fatigue) amplified this perceived threat. Patients appreciated when their HCPs acknowledged, rather than dismissed, their concerns about contraceptive side effects that affected their chronic disease symptoms and management (e.g., headaches, worsening mood). Patients with medical contraindications to hormonal contraception and preferred to use coital-dependent methods (e.g., condoms) did not feel supported to do so by their HCPs. Patients who were Black, young, living on low-incomes, or considered medically “high risk” felt discriminated against by HCPs who limited or coerced their contraceptive decisions. Conclusions: This explanatory model synthesizes factors that underlie, constrain, or promote reproductive and contraceptive decisions and autonomy for individuals with medical conditions. Implications: This new explanatory model can guide the development and evaluation of interventions that support the contraceptive decisions and autonomy of individuals with medical conditions.",10.1016/j.contraception.2022.03.021,University of Michigan Medical School,0000-0003-4646-8410,56055377000,
Justine Wu,Contraceptive nonuse among US women at risk for unplanned pregnancy,,,,contraceptive; contraceptive nonuse; nonuse woman; risk unplanne; unplanned pregnancy,,,,0000-0003-4646-8410,,
Justine Wu,Depth-dependent refractive index of normal and early degenerated articular cartilage,,,,articular; articular cartilage; cartilage; degenerate articular; refractive index,,,,0000-0003-4646-8410,,
Justine Wu,Does pregnancy begin at fertilization? [1] (multiple letters),,,,begin fertilization; do pregnancy; fertilization; fertilization multiple; pregnancy begin,,,,0000-0003-4646-8410,,
Justine Wu,Dysmenorrhea,,,,dysmenorrhea,,,,0000-0003-4646-8410,,
Justine Wu,Ectopic pregnancy,,,,ectopic; ectopic pregnancy; pregnancy,,,,0000-0003-4646-8410,,
Justine Wu,Emergency contraception: A multispecialty survey of clinician knowledge and practices,,,,clinician knowledge; contraception; contraception multi; emergency contraception; survey clinician,,,,0000-0003-4646-8410,,
Justine Wu,Emergency contraception: Knowledge and attitudes of family medicine providers,,,,contraception; contraception knowledge; emergency contraception; family medicine; medicine provider,,,,0000-0003-4646-8410,,
Justine Wu,"Emergency contraception: Links between providers' counseling choices, prescribing behaviors, and sociopolitical context",2019,Social Science and Medicine,Article,decision - make; emergency contraception; politic; pregnancy; provider view; united states,"2019 Elsevier LtdHealthcare decisions depend on the characteristics of patients and providers. However, how these decisions are influenced by provider interpretations of biological processes and the sociopolitical context in which they work remains unclear. To answer these questions, we explore providers' prescribing of emergency contraception (EC), methods that can prevent pregnancy after sex has already occurred. Despite the consensus mainstream medical definition that pregnancy begins after a fertilized egg implants in the uterus, an alternative perspective holds that pregnancy instead begins when a sperm fertilizes an egg. How providers define pregnancy may affect their willingness to prescribe EC. However, the ability of providers to recommend treatments consistent with their understandings of medical processes may depend on the sociopolitical context in which the patient-provider interaction occurs. We test whether EC prescribing practices vary by providers' definition of pregnancy and the interaction of this definition with the sociopolitical context in which they practice. Data from U.S. medical providers were collected as part of a survey on EC knowledge and practices (N = 1308). We merged voting results from the county in which the provider practices to data on provider EC prescribing and pregnancy counseling practices. Because recent Republican party platforms have explicitly endorsed a definition of pregnancy that begins at fertilization and party advocacy frequently uses this definition, we use the county vote share for the Republican presidential candidate as a contextual measure of views that pregnancy begins at fertilization. We find a significant interaction such that providers who counsel that pregnancy begins at fertilization are significantly less likely to prescribe EC if they practice in counties with higher Republican vote shares. Our results highlight that patient access to EC may depend on both place of residence and provider views and that providers' EC prescribing may depend jointly on their understanding of pregnancy and sociopolitical context.",10.1016/j.socscimed.2019.112588,Texas Tech University,0000-0003-4646-8410,56055377000,
Justine Wu,Extended use of the intrauterine device: A literature review and recommendations for clinical practice,,,,device literature; extended use; intrauterine; intrauterine device,,,,0000-0003-4646-8410,,
Justine Wu,"Female sterilization and cognitive disability in the United States, 2011-2015",2018,Obstetrics and Gynecology,Article,cognitive disability; disability; disability female; female sterilization; sterilization; sterilization cognitive; sterilization hysterectomy,"2018 by the American College of Obstetricians and Gynecologists. Published by Wolters Kluwer Health, Inc. All rights reserved.Objective: To compare female sterilization among three mutually exclusive groups of females: 1) those without any self-reported disability, 2) those with noncognitive disabilities (sensory or physical disabilities), and 3) those with cognitive disabilities. Methods: We conducted a secondary analysis of nationally representative data from the National Survey of Family Growth 2011-2015, which surveyed individuals aged 15-44 years in the U.S. civilian population. Disability status (self-reported) was ascertained using a standard set of questions about hearing, vision, cognitive, ambulatory, self-care, and independent living difficulties. Regression models were used to calculate odds of female sterilization, hysterectomies, and age of sterilization while accounting for sociodemographic differences. Results: Female sterilization rates were higher among females with cognitive (22.1% [n5272]) and noncognitive disabilities (24.7% [n5150]) than among those without disabilities (14.8% [n51,132]). After adjusting for sociodemographic covariates, females with cognitive disabilities had significantly higher odds of female sterilization (adjusted odds ratio [OR] 1.54, 95% CI 1.19-1.98, P<. 01) and hysterectomy (adjusted OR 2.64, 95% CI 1.53-4.56, P<.001) than those without cognitive disabilities. Females with cognitive disabilities also underwent sterilization at significantly younger ages (27.3 years, 95% CI 27.0-27.6) than those with noncognitive disabilities (28.3 years, 95% CI 27.9-28.8) and those without any disability (29.8 years, 95% CI 29.5-30.0). Conclusion: U.S. females with cognitive disabilities were more likely to have undergone female sterilizations and hysterectomies and at younger ages than those with other disabilities or without disabilities. Drivers of these disability-related differences in female sterilization patterns must be explored.",10.1097/AOG.0000000000002778,University of Michigan Medical School,0000-0003-4646-8410,56055377000,
Justine Wu,Initiating gender-affirming hormones for transgender and non-binary people: A qualitative study of providers' perspectives on requiring mental health evaluations,2022,PLoS ONE,Article,hormone; mental; tin,"2022 Stroumsa et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.Objective Gender-affirming hormones (GAH)-the use of sex hormones to induce desired secondary sex characteristics in transgender individuals-is vital healthcare for many transgender people. Among prescribers of GAH, there is debate regarding the value of a universal requirement for an evaluation by a mental health provider prior to GAH initiation. The purpose of this qualitative study was to describe the range of attitudes and approaches to mental health evaluation among GAH providers in the United States. We analyzed the providers' attitudes and base our recommendations on this analysis. Methods We conducted semi-structured interviews with 18 healthcare providers who prescribe GAH across the United States. Participants were purposefully recruited using professional networks and snowball sampling to include those who require mental health evaluation and those who do not. We adapted domains from the Theoretical Domains Framework-a framework for understanding influences on health professional behavior-to inform the interviews and analysis. Guided by these domains, we iteratively coded text and identified theoretical relationships among the categories. Results While some felt a universal requirement for mental health ""clearance""was necessary for the identification of appropriate candidates for GAH, others described this requirement as a form of ""gatekeeping""that limits access to care. Themes we identified included providers' ability to ascertain gender identity; concern about mental illness; GAH provider and mental health provider expertise; and provider roles. All providers appreciated the potential advantages of mental health support during GAH treatment. Conclusion Providers in our study practice on a continuum of care rather than adhering to strict rules about the requirement for mental health evaluation prior to GAH treatment. Where they fall on this continuum is influenced primarily by their perceptions of transgender identity and transition, and their interpretation of risk for significant mental illness and its association with transness. Providers who required universal evaluation by a mental health professional tended to hold essentialist, medicalized, and binary ideas of gender and transness.",10.1371/journal.pone.0271785,University of Michigan Medical School,0000-0003-4646-8410,56055377000,
Justine Wu,Knowledge and concerns related to the human papillomavirus vaccine among underserved latina women,,,,human papillomavirus; human papillomavirus vaccine; latina woman; papillomavirus; vaccine,,,,0000-0003-4646-8410,,
Justine Wu,"Long-acting reversible contraception-highly efficacious, safe, and underutilized",2018,JAMA - Journal of the American Medical Association,Review,contraception; contraception highly; efficacious safe; reversible; reversible contraception,,10.1001/jama.2018.8877,"University of Michigan, Ann Arbor",0000-0003-4646-8410,56055377000,
Justine Wu,"Looking back while moving forward: a justice-based, intersectional approach to research on contraception and disability",2019,Contraception,Note,consider; contraception; contraception disability; disability; disability compare; disability woman; justice base; research contraception,"2019 Elsevier Inc.For the first time in the 21st century, we have an emerging body of research regarding contraceptive use among adult women with disabilities in the United States. We highlight key findings from population-based analyses that found higher odds of female sterilization and lower odds of long-acting reversible contraception use among women with disabilities compared to their peers without disabilities. We consider potential reasons underlying these differences, including discriminatory attitudes and policies that restrict the sexual and reproductive autonomy of people with disabilities. We advocate for a justice-based, intersectional approach to research on contraception and disability with the aim of promoting the reproductive autonomy of people with disabilities.",10.1016/j.contraception.2019.01.006,"University of Michigan, Ann Arbor",0000-0003-4646-8410,56055377000,
Justine Wu,Music for surgical abortion care study: A randomized controlled pilot study,,,,abortion; music; music surgical; surgical abortion,,,,0000-0003-4646-8410,,
Justine Wu,Patterns of Contraceptive Consistency among Young Adult Women in Southeastern Michigan: Longitudinal Findings Based on Journal Data,2016,Women's Health Issues,Article,adult; young adult,"2016 Jacobs Institute of Women's Health.Background: We aimed to determine patterns of contraceptive consistency among heterosexually active, young adult women who do not desire pregnancy, and to identify factors associated with these patterns. Methods: We analyzed longitudinal data from a population-based study of young adult women aged 18 and 19 who were representative of a single county in southeastern Michigan. Using multinomial logistic regression, we identified associations between contraceptive consistency (dependent outcome) and sociodemographic characteristics and personal factors. Findings: We categorized women into three patterns of contraceptive consistency: 1) always consistent (40%; reference group), 2) sometimes consistent (49%), 3) never consistent (11%). Not being employed was associated with increased odds of being sometimes consistent (odds ratio [OR], 1.5; 95% confidence interval [CI], 1.1-2.2) and never consistent (OR, 1.9; 95% CI, 1.1-3.4). Those who reported a grade point average of 3.0 or less were more likely to be never consistent (OR, 2.5; 95% CI, 1.2-5.3). Women in a serious relationship had a two times greater odds of being sometimes consistent. Among always consistent users, the oral contraceptive pill was most often used (55%); only 4% used the intrauterine device or implant. Sometimes consistent and never consistent users most frequently relied on condoms (35%) and withdrawal (68%), respectively. Conclusions: This analysis of longitudinal data revealed that the majority of young adult women inconsistently used short-acting or coital-specific methods; few used the most effective, long-acting methods. Interventions to improve contraceptive consistency among young adult women should include periodic assessments of personal factors (i.e., work, school, relationships) and promotion of long-acting reversible contraceptive methods when appropriate.",10.1016/j.whi.2016.02.007,University of Michigan Medical School,0000-0003-4646-8410,56055377000,
Justine Wu,Pregnancy Intendedness by Maternal Disability Status and Type in the United States,2020,Perspectives on Sexual and Reproductive Health,Article,disability; intendedness maternal; maternal disability; pregnancy; pregnancy intendedness,"Copyright © 2020 by the Guttmacher InstituteCONTEXT: Societal views about sexuality and parenting among people with disabilities may limit these individuals’ access to sex education and the full range of reproductive health services, and put them at increased risk for ­unintended pregnancies. To date, however, no national population-based studies have examined pregnancy ­intendedness among U.S. women with disabilities. METHODS: Cross-sectional analyses of data from the 2011–2013 and 2013–2015 waves of the National Survey of Family Growth were conducted; the sample included 5,861 pregnancies reported by 3,089 women. The proportion of pregnancies described as unintended was calculated for women with any type of disability, women with each of five types of disabilities and women with no disabilities. Multivariate logistic regression analyses were conducted to examine the relationship of disability status and type with pregnancy intendedness while adjusting for covariates. RESULTS: A higher proportion of pregnancies were unintended among women with disabilities than among women without disabilities (53% vs. 36%). Women with independent living disability had the highest proportion of unintended pregnancies (62%). In regression analyses, the odds that a pregnancy was unintended were greater among women with any type of disability than among women without disabilities (odds ratio, 1.4), and were also elevated among women with hearing disability, cognitive disability or independent living disability (1.5–1.9). CONCLUSIONS: Further research is needed to understand differences in unintended pregnancy by type and extent of disability. People with disabilities should be fully included in sex education, and their routine care should incorporate discussion of reproductive planning.",10.1363/psrh.12130,Oregon Health &amp; Science University,0000-0003-4646-8410,56055377000,
Justine Wu,Prevention of unintended pregnancy: A Focus on long-acting reversible contraception,,,,contraception; pregnancy; prevention unintende; reversible contraception; unintended pregnancy,,,,0000-0003-4646-8410,,
Justine Wu,Providing long-acting reversible contraception in an academic family medicine center,,,,contraception; contraception academic; family medicine; medicine center; reversible contraception,,,,0000-0003-4646-8410,,
