Name,Author ID,Title,Year,Venue,keywords
"Tyler G.  James, Ph.D., MCHES®",6117851,Spotlighting Disability in a Major Electronic Health Record: Michigan Medicine’s Disability and Accommodations Tab,2022,JMIR Formative Research,"['Tin', 'Light']"
"Tyler G.  James, Ph.D., MCHES®",6117851,Health Literacy and Difficulty Accessing Information About the COVID-19 Pandemic Among Parents Who Are Deaf and Hard-of-Hearing,2022,Health literacy research and practice,"['Ear', 'Literacy', 'Hearing']"
"Tyler G.  James, Ph.D., MCHES®",6117851,"Psychometric properties of the 21-item Depression, Anxiety, and Stress Scale (DASS-21) among Malaysians during COVID-19: a methodological study",2022,Humanities and Social Sciences Communications,['Logic']
"Tyler G.  James, Ph.D., MCHES®",6117851,Communication Access In Mental Health And Substance Use Treatment Facilities For Deaf American Sign Language Users.,2022,Health Affairs,"['Sign Language', 'Communication', 'Language', 'Mental Health']"
"Tyler G.  James, Ph.D., MCHES®",6117851,Technological Tools to Improve Communication in Patients With Hearing Loss.,2022,Journal of the American Medical Association (JAMA),"['Ear', 'Communication', 'Hearing', 'Logic']"
"Tyler G.  James, Ph.D., MCHES®",6117851,Understanding the Attitudinal Environment as Experienced by Adults with Physical Disabilities: A Qualitative Study,2022,Archives of Physical Medicine and Rehabilitation,['Adult']
"Tyler G.  James, Ph.D., MCHES®",6117851,Ableism and Contours of the Attitudinal Environment as Identified by Adults with Long-Term Physical Disabilities: A Qualitative Study,2022,International Journal of Environmental Research and Public Health,['Adult']
"Tyler G.  James, Ph.D., MCHES®",6117851,"Psychometric properties of the 21-item Depression, Anxiety, and Stress Scale (DASS-21) among Malaysians during COVID-19: a methodological study",2022,Humanities and Social Sciences Communications,['Logic']
"Tyler G.  James, Ph.D., MCHES®",6117851,Emergency department utilization among deaf and hard-of-hearing patients: A retrospective chart review.,2022,Disability and Health Journal,"['Ear', 'Hearing', 'Art']"
"Tyler G.  James, Ph.D., MCHES®",6117851,Integrating Transformative Considerations and Quantitative Results Through a Participant Selection Joint Display in Explanatory Sequential Mixed Methods Studies,2022,Journal of Mixed Methods Research,"['Tin', 'Art']"
"Tyler G.  James, Ph.D., MCHES®",6117851,"Emergency department condition acuity, length of stay, and revisits among deaf and hard‐of‐hearing patients: A retrospective chart review",2022,Academic Emergency Medicine,"['Ear', 'Length of Stay', 'Hearing', 'Art']"
"Tyler G.  James, Ph.D., MCHES®",6117851,Stigmatizing Attitudes Toward People Living with HIV/AIDS Scale--Revised,2021,PsycTESTS Dataset,"['HIV', 'Attitude']"
"Tyler G.  James, Ph.D., MCHES®",6117851,HIV-Related Stigma Moderates the Relation Between Perceived Susceptibility and HIV Testing Intention Among Heterosexual (but Not Sexual Minority) College Students,2021,Health Promotion Practice,"['Leg', 'HIV', 'Tin', 'Intention']"
"Tyler G.  James, Ph.D., MCHES®",6117851,Sexual Risk Behavior and Sexually Transmitted Infections Among College Students With Disabilities,2021,Sexually Transmitted Diseases,"['Leg', 'Infection']"
"Tyler G.  James, Ph.D., MCHES®",6117851,Psychometric Evaluation of a 10-Item Health Insurance Knowledge Scale.,2021,Journal of Nursing Measurement,"['Knowledge', 'Insurance']"
"Tyler G.  James, Ph.D., MCHES®",6117851,“They’re Not Willing To Accommodate Deaf patients”: Communication Experiences of Deaf American Sign Language Users in the Emergency Department,2021,Qualitative Health Research,"['Sign Language', 'Communication', 'Language', 'Art']"
"Tyler G.  James, Ph.D., MCHES®",6117851,Promoting health equity for deaf patients through the electronic health record,2021,J. Am. Medical Informatics Assoc.,['Tin']
"Tyler G.  James, Ph.D., MCHES®",6117851,"Community-Engaged Needs Assessment of Deaf American Sign Language Users in Florida, 2018",2021,Public health reports (1974),"['Sign Language', 'Language', 'Aged']"
"Tyler G.  James, Ph.D., MCHES®",6117851,Conceptual Model of Emergency Department Utilization among Deaf and Hard-of-Hearing Patients: A Critical Review,2021,International Journal of Environmental Research and Public Health,"['Ear', 'Hearing', 'Art']"
"Tyler G.  James, Ph.D., MCHES®",6117851,Systematically collected information at encounters with HIV-positive students: A review of 10 years of electronic medical records,2020,Journal of American College Health,"['Ear', 'HIV', 'Medical Records']"
"Tyler G.  James, Ph.D., MCHES®",6117851,Conducting Low Cost Community-Engaged Health Research with Deaf American Sign Language Users,2020,,"['Ear', 'Tin', 'Sign Language', 'Language', 'Research', 'Aged']"
"Tyler G.  James, Ph.D., MCHES®",6117851,Improving Representation of People With Disabilities in Health Education,2020,Pedagogy in health promotion,['Education']
"Tyler G.  James, Ph.D., MCHES®",6117851,Pre-Resolution Drinking Problem Severity Profiles Associated with Stable Moderation Outcomes of Natural Recovery Attempts.,2020,Alcoholism: Clinical and Experimental Research,['Ink']
"Tyler G.  James, Ph.D., MCHES®",6117851,Interdisciplinary Collaborations Required: Teaching Health Educators Infectious Disease Dynamics,2020,,"['Chin', 'Tea']"
"Tyler G.  James, Ph.D., MCHES®",6117851,Measuring dimensions of HIV-related stigma among college students.,2020,,"['Leg', 'HIV']"
"Tyler G.  James, Ph.D., MCHES®",6117851,Sexual risk factors and HIV testing intention among at-risk college students who have never been tested.,2019,Sexually Transmitted Diseases,"['Leg', 'HIV', 'Tin', 'Risk Factors', 'Intention']"
"Tyler G.  James, Ph.D., MCHES®",6117851,Suicidal Behaviors and Help-Seeking Attitudes Among Deaf and Hard-of-Hearing College Students.,2019,Suicide and Life-Threatening Behaviour,"['Leg', 'Ear', 'Attitude', 'Hearing']"
"Cornelius Jamison, M.D., M.S.P.H.",51271552,1015-P: Impact of Social Vulnerability on Resources for CGM Initiation across Michigan Primary Care Practices,2023,Diabetes,[]
"Cornelius Jamison, M.D., M.S.P.H.",51271552,A Scoping Review of Multi-Level Influences on Rural HPV Vaccine Hesitancy,2023,"Systematic review, meta-analysis, or scoping review",[]
"Cornelius Jamison, M.D., M.S.P.H.",51271552,Association between Chlamydia and routine place for healthcare in the United States: NHANES 1999–2016,2021,PLoS ONE,"['Chlamydia', 'Tin', 'Association']"
"Cornelius Jamison, M.D., M.S.P.H.",51271552,The future of STI screening and treatment for youth: a National Survey of youth perspectives and intentions,2021,BMC Public Health,['Intention']
"Cornelius Jamison, M.D., M.S.P.H.",51271552,Youth Knowledge and Perspectives on Expedited Partner Therapy.,2021,Journal of Adolescent Health,"['Art', 'Knowledge']"
"Cornelius Jamison, M.D., M.S.P.H.",51271552,"Evaluating sexual health through online surveys: Social media platforms that ""work"" in engaging urban youth",2020,,"['Tin', 'Work']"
"Cornelius Jamison, M.D., M.S.P.H.",51271552,Evaluation of the Sexual Health Behaviors of Black Male Adolescents and Young Adults Through Social Media Platforms: Web-Based Survey Study (Preprint),2020,,"['Health Behavior', 'Adolescent', 'Adult', 'Young Adult']"
"Cornelius Jamison, M.D., M.S.P.H.",51271552,Evaluating Adolescent & Young Adult Black Males' Sexual Health through Online Surveys: Social Media Platforms that Succeed in Promoting Research-Related Surveys.,2020,JMIR Public Health and Surveillance,"['Ear', 'Tin', 'Research', 'Adolescent', 'Adult', 'Young Adult']"
"Cornelius Jamison, M.D., M.S.P.H.",51271552,Evaluation of the Sexual Health Behaviors of Black Male Adolescents and Young Adults Through Social Media Platforms: Web-Based Survey Study,2020,JMIR Public Health and Surveillance,"['Health Behavior', 'Adolescent', 'Adult', 'Young Adult']"
"Cornelius Jamison, M.D., M.S.P.H.",51271552,Availability of Sexually Transmitted Infection Screening and Expedited Partner Therapy at Federally Qualified Health Centers in Michigan,2020,Sexually Transmitted Diseases,"['Infection', 'Art']"
"Cornelius Jamison, M.D., M.S.P.H.",51271552,Improving Women's Health and Combatting Sexually Transmitted Infections Through Expedited Partner Therapy.,2019,Obstetrics and Gynecology,"['Infection', 'Tin', 'Art', ""Men's Health""]"
"Robert B. Kiningham, M.D., M.A.",12167989,Dysuria in the Collegiate Athlete.,2024,Current sports medicine reports,['Leg']
"Robert B. Kiningham, M.D., M.A.",12167989,2042,2024,Medicine &amp; Science in Sports &amp; Exercise,[]
"Robert B. Kiningham, M.D., M.A.",12167989,Latest Clinical Research Published by ACSM.,2024,Current sports medicine reports,"['Ear', 'Research']"
"Robert B. Kiningham, M.D., M.A.",12167989,Latest Clinical Research Published by ACSM.,2023,Current sports medicine reports,"['Ear', 'Research']"
"Robert B. Kiningham, M.D., M.A.",12167989,Latest Clinical Research Published by ACSM.,2023,Current sports medicine reports,"['Ear', 'Research']"
"Robert B. Kiningham, M.D., M.A.",12167989,Latest Clinical Research Published by ACSM.,2023,Current sports medicine reports,"['Ear', 'Research']"
"Robert B. Kiningham, M.D., M.A.",12167989,Latest Clinical Research Published by ACSM.,2023,Current sports medicine reports,"['Ear', 'Research']"
"Robert B. Kiningham, M.D., M.A.",12167989,Latest Clinical Research Published by ACSM.,2022,Current sports medicine reports,"['Ear', 'Research']"
"Robert B. Kiningham, M.D., M.A.",12167989,Latest Clinical Research Published by ACSM.,2022,Current sports medicine reports,"['Ear', 'Research']"
"Robert B. Kiningham, M.D., M.A.",12167989,Latest Clinical Research Published by ACSM.,2022,Current sports medicine reports,"['Ear', 'Research']"
"Robert B. Kiningham, M.D., M.A.",12167989,Latest Clinical Research Published by ACSM.,2022,Current sports medicine reports,"['Ear', 'Research']"
"Robert B. Kiningham, M.D., M.A.",12167989,Latest Clinical Research Published by ACSM.,2022,Current sports medicine reports,"['Ear', 'Research']"
"Robert B. Kiningham, M.D., M.A.",12167989,Latest Clinical Research Published by ACSM.,2021,Current sports medicine reports,"['Ear', 'Research']"
"Robert B. Kiningham, M.D., M.A.",12167989,The Latest Clinical Research Published by ACSM.,2021,Current sports medicine reports,"['Ear', 'Research']"
"Robert B. Kiningham, M.D., M.A.",12167989,Latest Clinical Research Published by ACSM.,2021,Current sports medicine reports,"['Ear', 'Research']"
"Robert B. Kiningham, M.D., M.A.",12167989,Latest Clinical Research Published by ACSM.,2021,Current sports medicine reports,"['Ear', 'Research']"
"Robert B. Kiningham, M.D., M.A.",12167989,Latest Clinical Research Published by ACSM.,2021,Current sports medicine reports,"['Ear', 'Research']"
"Robert B. Kiningham, M.D., M.A.",12167989,Latest Clinical Research Published by ACSM.,2020,Current sports medicine reports,"['Ear', 'Research']"
"Robert B. Kiningham, M.D., M.A.",12167989,3122,2020,Medicine & Science in Sports & Exercise,[]
"Robert B. Kiningham, M.D., M.A.",12167989,Latest Clinical Research Published by ACSM.,2020,Current sports medicine reports,"['Ear', 'Research']"
"Robert B. Kiningham, M.D., M.A.",12167989,Latest Clinical Research Published by ACSM.,2020,Current sports medicine reports,"['Ear', 'Research']"
"Robert B. Kiningham, M.D., M.A.",12167989,Latest Clinical Research Published by ACSM.,2020,Current sports medicine reports,"['Ear', 'Research']"
"Robert B. Kiningham, M.D., M.A.",12167989,Latest Clinical Research Published by ACSM.,2019,Current sports medicine reports,"['Ear', 'Research']"
"Robert B. Kiningham, M.D., M.A.",12167989,Latest Clinical Research Published by ACSM.,2019,Current sports medicine reports,"['Ear', 'Research']"
"Robert B. Kiningham, M.D., M.A.",12167989,Latest Clinical Research Published by ACSM.,2019,Current sports medicine reports,"['Ear', 'Research']"
"Robert B. Kiningham, M.D., M.A.",12167989,Latest Clinical Research Published by ACSM.,2019,Current sports medicine reports,"['Ear', 'Research']"
"Robert B. Kiningham, M.D., M.A.",12167989,Latest Clinical Research Published by ACSM.,2019,Current sports medicine reports,"['Ear', 'Research']"
"Anne L. Kittendorf, M.D.",10758087,"Implementation of INHERET, an Online Family History and Cancer Risk Interpretation Program for Primary Care and Specialty Clinics.",2022,The Journal of the National Comprehensive Cancer Network,['Family']
"Anne L. Kittendorf, M.D.",10758087,fox squirrels exhibit tolerance to humans but respond to stimuli from natural 1 predators 2 3 Running title : Fox squirrel behavior in urban areas 4 5,2021,,['Humans']
"Anne L. Kittendorf, M.D.",10758087,Urban fox squirrels exhibit tolerance to humans but respond to stimuli from natural predators,2020,bioRxiv,['Humans']
"Anne L. Kittendorf, M.D.",10758087,Through another lens: the humanities and social sciences in the making of physicians,2019,Medical Education,['Humanities']
"Ayano Kiyota, M.D., Ph.D.",15001216,Adaptation of a workshop for Japanese primary care professionals on dementia‐specific advance care planning communication,2022,Journal of The American Geriatrics Society,"['Dementia', 'Communication', 'Work', 'Advance Care Planning']"
"Ayano Kiyota, M.D., Ph.D.",15001216,IMPACT the Brain: A Team-Based Approach to Management of Metastatic Breast Cancer With CNS Metastases,2022,JCO Oncology Practice,"['Breast', 'Tea', 'Rain']"
"Ayano Kiyota, M.D., Ph.D.",15001216,Patient reported function and symptom burden in breast cancer patients with CNS metastases.,2022,Journal of Clinical Oncology,['Breast']
"Ayano Kiyota, M.D., Ph.D.",15001216,OTHR-13. IMPACT the brain: improving metastatic breast cancer patient access to coordinated treatment,2021,Neuro-Oncology Advances,"['Breast', 'Rain']"
"Ayano Kiyota, M.D., Ph.D.",15001216,"Evaluating specialty referral, research involvement, and PROs in a CNS-involved metastatic breast cancer care coordination program.",2021,Journal of Clinical Oncology,"['Breast', 'Ear', 'Tin', 'Research']"
"Anna R. Laurie, M.D.",49203681,Virtual Care: Perspectives From Family Physicians.,2024,Family Medicine,['Family']
"Anna R. Laurie, M.D.",49203681,Equity in virtual care: A mixed methods study of perspectives from physicians.,2023,Journal of Telemedicine and Telecare,[]
"Anna R. Laurie, M.D.",49203681,"Identifying Inequities in Video and Audio Telehealth Services for Primary Care Encounters During COVID-19: Repeated Cross-Sectional, Observational Study",2023,Journal of Medical Internet Research,[]
"Anna R. Laurie, M.D.",49203681,Telehealth Considerations for the Adolescent Patient.,2022,Primary Care,['Adolescent']
"Anna R. Laurie, M.D.",49203681,Video Visits: Family Physician Experiences With Uptake During the COVID-19 Pandemic.,2021,Family Medicine,['Family']
"Anna R. Laurie, M.D.",49203681,Gender Differences in Stress and Burnout: Department Survey of Academic Family Physicians,2020,Journal of general internal medicine,"['Family', 'Art']"
"Sahoko H. Little, M.D., Ph.D.",6391423,Learning Obstetrical Cervical Exam Skills : Development of a Novel Model to Demystify Blind Procedures.,2023,Family Medicine,"['Ear', 'Learning']"
"Sahoko H. Little, M.D., Ph.D.",6391423,Japanese Women's Concerns and Satisfaction With Pregnancy Care in the United States,2020,The Journal of Perinatal Education,['Pregnancy']
"Mikel Llanes, M.D.",143951264,Use of Contraception Among Hispanic Women and Men: A Qualitative Study.,2023,PRiMER,['Contraception']
"Mikel Llanes, M.D.",143951264,5. Promoting an Understanding of Dental Health Disparities in a Midwestern Latino Population Through a Community-Based Research Collaboration,2019,Oral Health in America: Removing the Stain of Disparity,"['Ear', 'Tin', 'Research']"
"Mikel Llanes, M.D.",143951264,‘I’m going to look for you and take your kids’: Reproductive justice in the context of immigration enforcement,2019,PLoS ONE,[]
"Elham Mahmoudi, Ph.D.",1856339,Continuity of Care in Adults Aging with Cerebral Palsy and Spina Bifida: The Importance of Community Healthcare and Socioeconomic Context,2023,Disabilities,"['Tin', 'Adult']"
"Elham Mahmoudi, Ph.D.",1856339,"Potentially Preventable Hospitalization Among Adults with Hearing, Vision, and Dual Sensory Loss: A Case and Control Study",2023,"Mayo Clinic Proceedings: Innovations, Quality & Outcomes","['Ear', 'Hospitalization', 'Hearing', 'Adult']"
"Elham Mahmoudi, Ph.D.",1856339,"Global burden of chronic respiratory diseases and risk factors, 1990–2019: an update from the Global Burden of Disease Study 2019",2023,EClinicalMedicine,['Risk Factors']
"Elham Mahmoudi, Ph.D.",1856339,Natural language processing to identify social determinants of health in Alzheimer's disease and related dementia from electronic health records,2023,Health Services Research,"['Dementia', 'Electronic Health Records', 'Language', 'Social Determinants of Health']"
"Elham Mahmoudi, Ph.D.",1856339,Using electronic medical records to develop a predictive model of 30‐day hospital readmission for people with ADRD,2023,Alzheimer's &amp; Dementia,['Medical Records']
"Elham Mahmoudi, Ph.D.",1856339,Readmission Rates and Episode Costs for Alzheimer Disease and Related Dementias Across Hospitals in a Statewide Collaborative,2023,JAMA Network Open,['Dementia']
"Elham Mahmoudi, Ph.D.",1856339,Model Clinic to Increase Preventive Screenings Among Patients With Physical Disabilities: Protocol for a Mixed Methods Intervention Pilot Study,2023,JMIR Research Protocols,[]
"Elham Mahmoudi, Ph.D.",1856339,Leveraging natural language processing to identify social determinants of health for patients with Alzheimer’s disease and related dementias from electronic medical records,2023,Alzheimer's &amp; Dementia,"['Dementia', 'Medical Records', 'Language', 'Social Determinants of Health']"
"Elham Mahmoudi, Ph.D.",1856339,LEVERAGING NATURAL LANGUAGE PROCESSING TO IDENTIFY CAREGIVER AVAILABILITY FOR PATIENTS WITH ALZHEIMER'S DISEASE,2022,Innovation in aging,['Language']
"Elham Mahmoudi, Ph.D.",1856339,Clinical Predictors of Successful Anti-tachycardia Pacing for Ventricular Arrhythmia Termination,2022,International Journal of Cardiovascular Practice,[]
"Elham Mahmoudi, Ph.D.",1856339,PREDICTIVE MODEL OF 30-DAY HOSPITAL READMISSION FOR PATIENTS WITH ALZHEIMER’S DISEASE,2022,Innovation in aging,[]
"Elham Mahmoudi, Ph.D.",1856339,Racial and Ethnic Inequities in Use of Preventive Services Among Privately Insured Adults With a Pediatric-Onset Disability,2022,Annals of Family Medicine,['Adult']
"Elham Mahmoudi, Ph.D.",1856339,CHANGES IN FUNCTIONAL STATUS AMONG US ADULTS IN LATE MID-LIFE FROM THE HEALTH AND RETIREMENT STUDY 2004–2016,2022,Innovation in aging,"['Retirement', 'Adult']"
"Elham Mahmoudi, Ph.D.",1856339,Grocery Delivery to Support Healthy Weight Gain Among Pregnant Young Women With Low Income: Protocol for a Randomized Controlled Trial,2022,JMIR Research Protocols,['Weight Gain']
"Elham Mahmoudi, Ph.D.",1856339,Disparities in Morbidity After Spinal Cord Injury Across Insurance Types in the United States,2022,"Mayo Clinic Proceedings: Innovations, Quality & Outcomes","['Spinal Cord', 'Insurance']"
"Elham Mahmoudi, Ph.D.",1856339,Preventative Services Use and Risk Reduction for Potentially Preventative Hospitalizations Among People With Traumatic Spinal Cord Injury.,2022,Archives of Physical Medicine and Rehabilitation,"['Spinal Cord', 'Hospitalization']"
"Elham Mahmoudi, Ph.D.",1856339,Identifying Caregiver Availability Using Medical Notes With Rule-Based Natural Language Processing: Retrospective Cohort Study,2022,JMIR Aging,['Language']
"Elham Mahmoudi, Ph.D.",1856339,"Potentially preventable hospitalizations and use of preventive services among people with multiple sclerosis: Large cohort study, USA.",2022,Multiple Sclerosis and Related Disorders,"['Multiple Sclerosis', 'Hospitalization']"
"Elham Mahmoudi, Ph.D.",1856339,Leveraging Natural Language Processing to Identify Caregiver Availability for Patients with ADRD from Electronic Medical Records,2022,Alzheimer's &amp; Dementia,"['Medical Records', 'Language']"
"Elham Mahmoudi, Ph.D.",1856339,Musculoskeletal Morbidity Among Adults Living With Spina Bifida and Cerebral Palsy.,2022,Topics in Spinal Cord Injury Rehabilitation,['Adult']
"Elham Mahmoudi, Ph.D.",1856339,Potentially Preventable Hospitalizations Among Adults With Pediatric-Onset Disabilities.,2022,Mayo Clinic proceedings,"['Hospitalization', 'Adult']"
"Elham Mahmoudi, Ph.D.",1856339,"Emergency department condition acuity, length of stay, and revisits among deaf and hard‐of‐hearing patients: A retrospective chart review",2022,Academic Emergency Medicine,"['Ear', 'Length of Stay', 'Hearing', 'Art']"
"Elham Mahmoudi, Ph.D.",1856339,"Ventricular repolarization heterogeneity in patients with COVID‐19: Original data, systematic review, and meta‐analysis",2022,Clinical Cardiology,[]
"Elham Mahmoudi, Ph.D.",1856339,Physical and Mental Health Comorbidities Among Adults With Multiple Sclerosis,2021,"Mayo Clinic Proceedings: Innovations, Quality & Outcomes","['Multiple Sclerosis', 'Mental Health', 'Adult']"
"Elham Mahmoudi, Ph.D.",1856339,Risk of early‐ and late‐onset Alzheimer disease and related dementia in adults with cerebral palsy,2021,Developmental Medicine & Child Neurology,"['Ear', 'Dementia', 'Adult']"
"Elham Mahmoudi, Ph.D.",1856339,"Clinical Characteristics, Genetic Findings and Arrhythmic Outcomes of Patients with Catecholaminergic Polymorphic Ventricular Tachycardia from China",2021,,"['Chin', 'Chara', 'Tics', 'Character']"
"Elham Mahmoudi, Ph.D.",1856339,"Diagnosis of Alzheimer's disease and related dementia among people with multiple sclerosis: Large cohort study, USA.",2021,Multiple Sclerosis and Related Disorders,"['Multiple Sclerosis', 'Dementia']"
"Elham Mahmoudi, Ph.D.",1856339,"Psychological, Cardiometabolic, and Musculoskeletal Morbidity and Multimorbidity Among Adults With Cerebral Palsy and Spina Bifida",2021,American Journal of Physical Medicine & Rehabilitation,"['Logic', 'Adult']"
"Elham Mahmoudi, Ph.D.",1856339,Hearing Loss and Healthcare Access among Adults,2021,Seminars in Hearing,"['Ear', 'Hearing', 'Adult']"
"Elham Mahmoudi, Ph.D.",1856339,Psychological morbidity following spinal cord injury and among those without spinal cord injury: the impact of chronic centralized and neuropathic pain,2021,Spinal Cord,"['Spinal Cord', 'Pain', 'Logic']"
"Elham Mahmoudi, Ph.D.",1856339,The Association Between Panel Size and Health Outcomes of Patients with Hypertension in Urban China: a Population-Based Retrospective Cohort Study,2021,Journal of general internal medicine,"['Chin', 'Hypertension', 'Association']"
"Elham Mahmoudi, Ph.D.",1856339,Risk of Early and Late Onset Alzheimer's Disease and Related Dementia among Adults with Congenital and Acquired Disabilities,2021,Archives of Physical Medicine and Rehabilitation,"['Ear', 'Dementia', 'Adult']"
"Elham Mahmoudi, Ph.D.",1856339,Surrogate Markers of Subclinical Atherosclerosis and Its Associated Factors in Patients with β-Thalassemia Major,2021,Hemoglobin,['Thalassemia']
"Elham Mahmoudi, Ph.D.",1856339,Letter to the Editor: Traumatic Spinal Cord Injury and Risk of Early and Late Onset Alzheimer's Disease and related Dementia: Large Longitudinal Study.,2021,Archives of Physical Medicine and Rehabilitation,"['Ear', 'Spinal Cord', 'Dementia', 'Letter']"
"Elham Mahmoudi, Ph.D.",1856339,"Hearing, Vision, or Dual Sensory Impairment and Dementia Risk.",2021,JAMA Network Open,"['Ear', 'Dementia', 'Hearing']"
"Elham Mahmoudi, Ph.D.",1856339,Association of dietary patterns with serum vitamin D concentration among Iranian adults with abdominal obesity,2021,Clinical Nutrition Open Science,"['Obesity', 'Vitamin D', 'Association', 'Diet', 'Adult']"
"Elham Mahmoudi, Ph.D.",1856339,Ventricular Functional Recovery After Myocardial Infarction Can Be Early Predicted by Longitudinal Strain Study,2021,Cardiovascular Revascularization Medicine,"['Ear', 'Myocardial Infarction', 'Infarction', 'Rain']"
"Elham Mahmoudi, Ph.D.",1856339,Cardiovascular and metabolic morbidity following spinal cord injury.,2021,The spine journal,['Spinal Cord']
"Elham Mahmoudi, Ph.D.",1856339,Examining the Risk of Potentially Preventable Hospitalization in Adults With Congenital and Acquired Disabilities,2021,Innovation in aging,"['Hospitalization', 'Adult']"
"Elham Mahmoudi, Ph.D.",1856339,Traumatic Spinal Cord Injury and Risk of Early and Late Onset Alzheimer's Disease and related Dementia: Large Longitudinal Study.,2021,Archives of Physical Medicine and Rehabilitation,"['Ear', 'Spinal Cord', 'Dementia']"
"Elham Mahmoudi, Ph.D.",1856339,"A Culturally Adapted Timed-Activity RCT for Latinos With ADRD and Caregivers: Feasibility, Acceptability, and Effects",2021,Innovation in aging,"['Tin', 'Time', 'Caregivers']"
"Elham Mahmoudi, Ph.D.",1856339,Racial/Ethnic Disparities in Access to Preventative Services among Privately Insured Adults with Congenital Disabilities,2021,Archives of Physical Medicine and Rehabilitation,['Adult']
"Elham Mahmoudi, Ph.D.",1856339,Use of electronic medical records in development and validation of risk prediction models of hospital readmission: systematic review,2020,British medical journal,['Medical Records']
"Elham Mahmoudi, Ph.D.",1856339,Potentially Preventable Hospitalizations Among Older Adults: 2010-2014,2020,Annals of Family Medicine,"['Hospitalization', 'Adult']"
"Elham Mahmoudi, Ph.D.",1856339,Alzheimer’s and related dementia (ADRD) episode payments and 30‐day readmission rate and timing comparing skilled nursing facility and home health discharge destinations in a statewide collaborative,2020,Alzheimer's & Dementia,"['Dementia', 'Tin']"
"Elham Mahmoudi, Ph.D.",1856339,Exposure to Chinese famine in early life and the risk of sensory impairment in adulthood,2020,Journal of Epidemiology and Community Health,"['Ear', 'Chin', 'Adult']"
"Elham Mahmoudi, Ph.D.",1856339,"Racial/Ethnic Disparifes in Use of Office Visit, Physical Therapy, and Rehabilitafon Services Among Adults with Cerebral Palsy and Spina Bifida in the U.S.: 2009-2016",2020,,['Adult']
"Elham Mahmoudi, Ph.D.",1856339,Post-Discharge Pain Management After Thoracic Surgery - A Patient-Centered Approach.,2020,Annals of Thoracic Surgery,['Pain']
"Elham Mahmoudi, Ph.D.",1856339,Racial/Ethnic Disparities in Access to and Cost of Healthcare Among Older Adults with Cognitive Impairment: 2002 to 2016,2020,,['Adult']
"Elham Mahmoudi, Ph.D.",1856339,Musculoskeletal morbidity following spinal cord injury: A longitudinal cohort study of privately-insured beneficiaries.,2020,Bone,['Spinal Cord']
"Elham Mahmoudi, Ph.D.",1856339,Association of Sensory Impairments With Cognitive Decline and Depression Among Older Adults in China,2020,JAMA Network Open,"['Chin', 'Association', 'Adult']"
"Elham Mahmoudi, Ph.D.",1856339,Early prediction of ventricular functional recovery after myocardial infarction by longitudinal strain study.,2020,American Journal of Cardiovascular Research,"['Ear', 'Myocardial Infarction', 'Infarction', 'Rain']"
"Elham Mahmoudi, Ph.D.",1856339,"Rate, Number, and Costs of Adverse Health Events Among Adults with Cerebral Palsy/Spina Bifida Compared with Their Matched Cohorts without Disability",2020,,['Adult']
"Elham Mahmoudi, Ph.D.",1856339,Pulmonary thromboembolism presenting with chest pain in a case of peripartum cardiomyopathy.,2020,Future Cardiology,"['Pain', 'Chest Pain', 'Embolism', 'Tin', 'Art']"
"Elham Mahmoudi, Ph.D.",1856339,"Reply to Comment on: Can Hearing Aids Delay Time to Diagnosis of Dementia, Depression, or Falls in Older Adults?",2020,Journal of The American Geriatrics Society,"['Ear', 'Dementia', 'Hearing', 'Time', 'Adult', 'Comment']"
"Elham Mahmoudi, Ph.D.",1856339,Psychological morbidity among adults with cerebral palsy and spina bifida,2020,Psychological Medicine,"['Logic', 'Adult']"
"Elham Mahmoudi, Ph.D.",1856339,Changes in Insurance Coverage and Healthcare Use Among Immigrants and US-Born Adults Following the Affordable Care Act,2020,Journal of Racial and Ethnic Health Disparities,"['Adult', 'Insurance']"
"Elham Mahmoudi, Ph.D.",1856339,Healthcare Use and Costs Among Adults with Congenital Disability,2020,,['Adult']
"Elham Mahmoudi, Ph.D.",1856339,Cardiometabolic morbidity in adults with cerebral palsy and spina bifida.,2020,American Journal of Medicine,['Adult']
"Elham Mahmoudi, Ph.D.",1856339,Association between atherosclerosis and parenchymal lung involvement in systemic sclerosis,2020,,"['Lung', 'Association']"
"Elham Mahmoudi, Ph.D.",1856339,INCREMENTAL COST AND READMISSIONS ASSOCIATED WITH COLECTOMY PATIENTS UNDERGOING HOME HEALTH SERVICES,2019,Innovation in aging,['Colectomy']
"Elham Mahmoudi, Ph.D.",1856339,Predicting 30-day hospital readmissions using artificial neural networks with medical code embedding,2019,bioRxiv,"['Tin', 'Work', 'Art']"
"Elham Mahmoudi, Ph.D.",1856339,REDUCING HEALTH DISPARITIES IN THE ERA OF VALUE-BASED CARE,2019,Innovation in aging,[]
"Elham Mahmoudi, Ph.D.",1856339,"Technical Efficiency of Public and Private Hospitals in Beijing, China: A Comparative Study",2019,International Journal of Environmental Research and Public Health,['Chin']
"Elham Mahmoudi, Ph.D.",1856339,The Application of Medicare Data for Musculoskeletal Research in the United States: A Systematic Review.,2019,Journal of the American Academy of Orthopaedic Surgeons,"['Ear', 'Research', 'Medicare']"
"Elham Mahmoudi, Ph.D.",1856339,"Can Hearing Aids Delay Time to Diagnosis of Dementia, Depression, or Falls in Older Adults?",2019,Journal of The American Geriatrics Society,"['Ear', 'Dementia', 'Hearing', 'Time', 'Adult']"
