Name,Title,Year,Journal,Type,Keywords,Abstract,DOI,Article Affiliation,ORCID,Scopus ID,Google Scholar ID
Keri L. Denay,Common questions about pacemakers,2014.0,American Family Physician,Article,"questions, common questions, benefit pacemaker, use pacemakers, pacemaker implantation, questions pacemakers, pacemakers patients, benefit pacemakers, pacemakers, common","Pacemakers are indicated in patients with certain symptomatic bradyarrhythmias caused by sinus node dysfunction, and in those with frequent, prolonged sinus pauses. Patients with third-degree or complete atrioventricular (AV) block benefit from pacemaker placement, as do those with type II second-degree AV block because of the risk of progression to complete AV block. The use of pacemakers in patients with type I second-degree AV block is controversial. Patients with first-degree AV block generally should not receive a pacemaker except when the PR interval is significantly prolonged and the patient is symptomatic. Although some guidelines recommend pacemaker implantation for patients with hypersensitive carotid sinus syndrome, recent evidence has not shown benefit. Some older patients with severe neurocardiogenic syncope may benefit from pacemakers, but most patients with this disorder do not. Cardiac resynchronization therapy improves mortality rates and some other disease-specific measures in patients who have a QRS duration of 150 milliseconds or greater and New York Heart Association class III or IV heart failure. Patients with class II heart failure and a QRS of 150 milliseconds or greater also appear to benefit, but there is insufficient evidence to support the use of cardiac resynchronization therapy in patients with class I heart failure. Cardiac resynchronization therapy in patients with a QRS of 120 to 150 milliseconds does not reduce rates of hospitalization or death. © 2014 American Academy of Family Physicians.",,University of Michigan Medical School,,56041883200.0,
Keri L. Denay,Concussion Diagnostic Imaging Options,2020.0,Concussion Management for Primary Care: Evidence Based Answers to Cases and Questions,Book Chapter,CT; Diagnostic; Imaging; MRI; X-ray; CT; Diagnostic; Imaging; MRI; X-ray,"Springer Nature Switzerland AG 2020. All rights are reserved.Diagnostic imaging in concussion is not generally recommended, and this is supported by multiple national and international concussion guidelines. There are, however, complicating factors that may be present where imaging may be helpful. The most commonly available imaging modalities available are X-ray, computed tomography (CT), and magnetic resonance imaging (MRI). While X-ray and MRI are not indicated in the acute setting, there may be certain clinical scenarios where a head CT may be indicated, and there are multiple head CT decision support tools available for use to help facilitate this decision-making. Additionally, there are many other imaging modalities being investigated to determine what role each may play in the diagnostic evaluation of concussion, but more research is needed before these are recommended clinically.",10.1007/978-3-030-39582-7_7,University of Michigan Medical School,,56041883200.0,5076098.0
Keri L. Denay,Foot evaluation via telephone and video virtual medical visits,2022.0,Musculoskeletal Care,Review,COVID-19; evaluation; foot; telemedicine; telephone; COVID-19; evaluation; foot; telemedicine; telephone,"2022 John Wiley & Sons Ltd.Background: Telemedicine plays a very important role in our society by allowing providers to treat patients who do not have easy access to a healthcare facility, especially in the setting of the COVID-19 pandemic. Objective: We aimed to create an extensive, yet concise guide for medical providers to virtually evaluate patients with foot concerns. Methods: This article outlines how to conduct a well-planned virtual consultation with specific questions, instructions, and examination manoeuvres to navigate musculoskeletal foot problems. Conclusion: With this narrative review, we have provided a guide with suggestions, questions and interpretations of answers to help physicians new to the practice of telemedicine have successful virtual encounters with patients suffering from foot musculoskeletal ailments.",10.1002/msc.1642,"Mayo Clinic in Jacksonville, Florida",,56041883200.0,
Keri L. Denay,Injuries of the adolescent girl athlete: a review of imaging findings,2019.0,Skeletal Radiology,Review,Female athlete; Female athlete triad; MRI; Pediatrics; Sports medicine; Female athlete; Female athlete triad; MRI; Pediatrics; Sports medicine,"2018, ISS.With the rising participation of girls in sports at both the recreational and elite levels, there has also been increased awareness of injuries common in this athlete population. Anatomic differences between boys and girls cause girl athletes to be predisposed to certain injuries. Certain behavioral patterns, such as eating disorders, also cause problems specific to girl athletes that may result in injury. Imaging plays a large role in diagnosis and ongoing management, but there has been only scant literature dedicated to the specific topic of imaging in girl athletes. The purpose of this article is to review the imaging findings and recommendations for injuries and other conditions affecting the adolescent girl athlete. This article first provides an overview of the key anatomic differences between boys and girls, including both static and dynamic factors, as well as non-anatomic differences, such as hormonal factors, and discusses how these differences contribute to the injury patterns that are seen more typically in girls. The article then reviews the imaging findings in injuries that are commonly seen in girl athletes. There is also a discussion of the ""female athlete triad,"" which consists of osteoporosis, disordered eating, and amenorrhea, and the role of imaging in this condition.",10.1007/s00256-018-3029-y,University of Michigan Medical School,,56041883200.0,
Keri L. Denay,Stress fractures,2017.0,Current Sports Medicine Reports,Review,"fractures, stress, stress fractures",,10.1249/JSR.0000000000000320,University of Michigan Medical School,,56041883200.0,
Keri L. Denay,Symptom profiles and postural control after concussion in female artistic athletes,2020.0,Brain Injury,Article,balance; cheerleader; Concussion; gymnast; head injury; balance; cheerleader; Concussion; gymnast; head injury; Art; Athletes,"2020, © 2020 Taylor & Francis Group, LLC.Objectives: The purpose of our investigation was to compare post-concussion symptom profiles and postural control measures among female youth artistic athletes (gymnasts and cheerleaders) relative to female ball sport athletes (volleyball or basketball). Methods/Findings: We compared 27 artistic athletes (median age = 15.0 years; evaluated median = 13 days post-injury) and 49 ball sport athletes (median age = 15.3 years; evaluated median = 10 days post-injury) within 21 days of sustaining a concussion on measures of symptom profiles and postural control (Balance Error Scoring System [BESS]), tandem gait, and Romberg tests. After adjusting for the independent effect of time from injury-evaluation, concussion history, and pre-morbid migraine history, we observed that artistic athletes performed the BESS tandem stance foam condition with fewer errors than ball sport athletes (β = −2.4; 95% CI = −4.7, −0.2; p = .03). Artistic athletes demonstrated a higher, yet not statistically significant, headache severity than ball sport athletes (median = 4.5 vs 4.0, p = .07). Conclusions: Overall, artistic athletes had similar symptom profiles to ball sport athletes. Postural control measures, other than the BESS tandem stance foam condition, were not significantly different from ball sport athletes. This suggests that although their sports may require higher levels of balance, artistic athletes’ performance on post-concussion balance tests may be similar to athletes of other disciplines.",10.1080/02699052.2020.1763464,University of Colorado School of Medicine,,56041883200.0,5076098.0
Ketti S Petersen,Rapid Buprenorphine Induction for Cancer Pain in Pregnancy,2021.0,Journal of Palliative Medicine,Review,buprenorphine; cancer pain; pregnancy,"Copyright 2021, Mary Ann Liebert, Inc., publishers 2021.Most patients with cancer-related pain are managed using opioids; cancer-related pain in the setting of pregnancy can be challenging to address owing to risk to the fetus associated with in utero opioid exposure. Buprenorphine is a unique opioid with potential benefits over other opioids for use in pregnancy and is often used for management of cancer-related pain in nonpregnant adults. There are limited data on cancer-related pain management in pregnant patients and no data supporting the use of buprenorphine for cancer-related pain in pregnant patients. This case describes a rapid buprenorphine induction using a microdosing regimen in a pregnant patient and highlights the potential of buprenorphine for cancer-related pain in this population.",10.1089/jpm.2020.0524,"University of Michigan, Ann Arbor",,56957718200.0,
Ketti S Petersen,Intimate partner violence victimization Identification and response in primary care,2014.0,Primary Care - Clinics in Office Practice,Review,Assessment; Documentation; Domestic violence; Intervention; Intimate partner violence; Screening; Victimization,"In the United States more than 1 out of 3 women experiences lifetime intimate partner violence (IPV) victimization. Short screening instruments such as HITS or the AAS can identify IPV victimization. Nonjudgmental statements that validate an IPV victim's experience should be followed by safety assessment and planning. Intervention includes referral to services, treatment of associated health conditions, mandatory reporting if required, and documentation. Counseling has been shown to reduce IPV victimization. Clinical guidelines recommend IPV screening for all or most women, and providing or referring victims to intervention. The Affordable Care Act will increase coverage of screening and counseling for IPV victims. © 2014 Elsevier Inc.",10.1016/j.pop.2014.02.005,University of Michigan Medical School,,56957718200.0,
Ketti S. Petersen,Intimate partner violence victimization Identification and response in primary care,2014.0,Primary Care - Clinics in Office Practice,Review,Assessment; Documentation; Domestic violence; Intervention; Intimate partner violence; Screening; Victimization; Assessment; Documentation; Domestic violence; Intervention; Intimate partner violence; Screening; Victimization,"In the United States more than 1 out of 3 women experiences lifetime intimate partner violence (IPV) victimization. Short screening instruments such as HITS or the AAS can identify IPV victimization. Nonjudgmental statements that validate an IPV victim's experience should be followed by safety assessment and planning. Intervention includes referral to services, treatment of associated health conditions, mandatory reporting if required, and documentation. Counseling has been shown to reduce IPV victimization. Clinical guidelines recommend IPV screening for all or most women, and providing or referring victims to intervention. The Affordable Care Act will increase coverage of screening and counseling for IPV victims. © 2014 Elsevier Inc.",10.1016/j.pop.2014.02.005,University of Michigan Medical School,,56957718200.0,
Ketti S. Petersen,Obsessive-compulsive disorder: Diagnosis and management,2015.0,American Family Physician,Article,"compulsive disorder, ocd specific, ocd chronic, obsessive, disorder diagnosis, compulsive, patients ocd, treatment ocd, disorder ocd, obsessive compulsive","2015 American Academy of Family Physicians.Obsessive-compulsive disorder (OCD) is a chronic illness that can cause marked distress and disability. It is a complex disorder with a variety of manifestations and symptom dimensions, some of which are underrecognized. Early recognition and treatment with OCD-specific therapies may improve outcomes, but there is often a delay in diagnosis. Patients can experience significant improvement with treatment, and some may achieve remission. Recommended first-line therapies are cognitive behavior therapy, specifically exposure and response prevention, and/or a selective serotonin reuptake inhibitor (SSRI). Patients with OCD require higher SSRI dosages than for other indications, and the treatment response time is typically longer. When effective, long-term treatment with an SSRI is a reasonable option to prevent relapse. Patients with severe symptoms or lack of response to first-line therapies should be referred to a psychiatrist. There are a variety of options for treatment-resistant OCD, including clomipramine or augmenting an SSRI with an atypical antipsychotic. Patients with OCD should be closely monitored for psychiatric comorbidities and suicidal ideation.",,University of Michigan Medical School,,56957718200.0,
Ketti S. Petersen,Rapid Buprenorphine Induction for Cancer Pain in Pregnancy,2021.0,Journal of Palliative Medicine,Review,buprenorphine; cancer pain; pregnancy; buprenorphine; cancer pain; pregnancy,"Copyright 2021, Mary Ann Liebert, Inc., publishers 2021.Most patients with cancer-related pain are managed using opioids; cancer-related pain in the setting of pregnancy can be challenging to address owing to risk to the fetus associated with in utero opioid exposure. Buprenorphine is a unique opioid with potential benefits over other opioids for use in pregnancy and is often used for management of cancer-related pain in nonpregnant adults. There are limited data on cancer-related pain management in pregnant patients and no data supporting the use of buprenorphine for cancer-related pain in pregnant patients. This case describes a rapid buprenorphine induction using a microdosing regimen in a pregnant patient and highlights the potential of buprenorphine for cancer-related pain in this population.",10.1089/jpm.2020.0524,"University of Michigan, Ann Arbor",,56957718200.0,
Kimberly Mckee,Cumulative Physiologic Dysfunction and Pregnancy: Characterization and Association with Birth Outcomes,2017.0,Maternal and Child Health Journal,Article,Allostatic load; Birth weight; Cumulative physiologic dysfunction; Gestational age; Pregnancy; Allostatic load; Birth weight; Cumulative physiologic dysfunction; Gestational age; Pregnancy,"2016, Springer Science+Business Media New York.Objective To characterize cumulative physiologic dysfunction (CPD) in pregnancy as a measure of the biological effects of chronic stress and to examine its associations with gestational age and birth weight. Methods Women ≤28 weeks gestation were enrolled from obstetric clinics in Rochester, NY and followed through their delivery. CPD parameters included total cholesterol, Interleukin 6 (IL-6), high sensitivity-C-reactive protein (hs-CRP), systolic and diastolic blood pressure, body mass index at <14 weeks gestation, glucose tolerance, and urinary albumin collected in the third trimester. Linear regression was used to estimate the association between physiologic dysfunction and birth weight and gestational age, respectively (N = 111). Results CPD scores ranged from 0 to 6, out of a total of 8 parameters (Mean 2.09; SD = 1.42). Three-fourths of the participants had a CPD score of 3.0 or lower. The mean birth weight was 3397 g (SD = 522.89), and the mean gestational age was 39.64 weeks (SD = 1.08). CPD was not significantly associated with either birth weight or gestational age (p = 0.42 and p = 0.44, respectively). Conclusion CPD measured at >28 weeks was not associated with birth weight or gestational age. Refinement of a CPD score for pregnancy is needed, taking into consideration both the component parameters and clinical and pre-clinical cut-points for risk scoring.",10.1007/s10995-016-2103-0,University of Michigan Medical School,0000-0002-2905-5000,54383802700.0,
Kimberly Mckee,Development and Psychometric Validation of the Pandemic-Related Traumatic Stress Scale for Children and Adults,2023.0,Psychological Assessment,Article,COVID-19; Mokken scaling; pandemic; survey; traumatic stress; COVID-19; Mokken scaling; pandemic; survey; traumatic stress,"2023 American Psychological AssociationTo assess the public health impact of the COVID-19 pandemic on mental health, investigators from the National Institutes of Health Environmental influences on Child Health Outcomes (ECHO) research program developed the Pandemic-Related Traumatic Stress Scale (PTSS). Based on the Diagnostic and Statistical Manual of Mental Disorders, 5th Edition (DSM-5) acute stress disorder symptom criteria, the PTSS is designed for adolescent (13–21 years) and adult self-report and caregiver-report on 3–12-year-olds. To evaluate psychometric properties, we used PTSS data collected between April 2020 and August 2021 from non-pregnant adult caregivers (n = 11,483), pregnant/postpartum individuals (n = 1,656), adolescents (n = 1,795), and caregivers reporting on 3–12-year-olds (n = 2,896). We used Mokken scale analysis to examine unidimensionality and reliability, Pearson correlations to evaluate relationships with other relevant variables, and analyses of variance to identify regional, age, and sex differences. Mokken analysis resulted in a moderately strong, unidimensional scale that retained nine of the original 10 items. We detected small to moderate positive associations with depression, anxiety, and general stress, and negative associations with life satisfaction. Adult caregivers had the highest PTSS scores, followed by adolescents, pregnant/postpartum individuals, and children. Caregivers of younger children, females, and older youth had higher PTSS scores compared to caregivers of older children, males, and younger youth, respectively.",10.1037/pas0001211,Northwestern University Feinberg School of Medicine,0000-0002-2905-5000,54383802700.0,
Kimberly Mckee,Edinburgh postpartum depression scores are associated with vaginal and gut microbiota in pregnancy,2025.0,Journal of Affective Disorders,Article,Depression; Gut; Mental health; Microbiome; Pregnancy; Vaginal; Depression; Gut; Mental health; Microbiome; Pregnancy; Vaginal,"2024 The AuthorsBackground: Prenatal and postpartum depression may be influenced by the composition of host associated microbiomes. As such, the objective of this study was to elucidate the relationship between the human gut or vaginal microbiomes in pregnancy with prenatal or postpartum depression. Methods: 140 female participants were recruited at their first prenatal visit and completed the Edinburgh Postnatal Depression Scale (EPDS) to screen for depression and anxiety, in addition the EPDS was completed one month postpartum. Vaginal and stool biospecimens were collected in the third trimester, analyzed using 16S rRNA gene sequencing, and assessed for alpha and beta diversity. Individual taxa differences and clustering using the k-medoids algorithm enabled community state type classification. Results: Participants with higher postpartum EPDS scores had higher species richness and lower abundance of L. crispatus in the vaginal microbiota compared to those with lower EPDS scores. Participants with a higher prenatal EPDS score had lower species richness of the gut microbiome. Participants with a vaginal community state type dominated by L. iners had the highest mean prenatal EPDS scores, whereas postpartum EPDS scores were similar regardless of prenatal vaginal state type. Limitations: Our small sample size and participant's self-report bias limits generalizability of results. Conclusions: Depression in the prenatal and postpartum period is associated with the composition and diversity of the gut and vaginal microbiomes in the third trimester of pregnancy. These results provide a foundational understanding of the microbial relationships between maternal health and depression for identifying potential therapeutic treatments.",10.1016/j.jad.2024.10.086,College of Agriculture &amp; Natural Resources,0000-0002-2905-5000,54383802700.0,
Kimberly Mckee,Environmental Exposure History and Vulvodynia Risk: A Population-Based Study,2019.0,Journal of Women's Health,Article,Environmental exposures; Population based; Risk; Vulvodynia; Environmental exposures; Population based; Risk; Vulvodynia,"Copyright 2019, Mary Ann Liebert, Inc.Background: Risk factors for vulvodynia continue to be elusive. We evaluated the association between past environmental exposures and the presence of vulvodynia. Materials and Methods: The history of 28 lifetime environmental exposures was queried in the longitudinal population-based Woman-to-Woman Health Study on the 24-month follow-up survey. Relationships between these and vulvodynia case status were assessed using multinomial logistic regression. Results: Overall, 1585 women completed the 24-month survey, the required covariate responses, and questions required for case status assessment. Screening positive as a vulvodynia case was associated with history of exposures to home-sprayed chemicals (insecticides, fungicides, herbicides - odds ratio [OR] 2.47, 95% confidence interval [CI] 1.71-3.58, p < 0.0001), home rodent poison and mothballs (OR 1.62, 95% CI 1.25-2.09, p < 0.001), working with solvents and paints (OR 2.49, 95% CI 1.68-3.70, p < 0.0001), working as a housekeeper/maid (OR 2.07, 95% CI 1.42-3.00, p < 0.0001), working as a manicurist/hairdresser (OR 2.00, 95% CI 1.14-3.53, p < 0.05), and working at a dry cleaning facility (OR 2.13, 95% CI 1.08-4.19, p < 0.05). When classified into nine individual environmental exposure categories and all included in the same model, significant associations remained for four categories (home-sprayed chemicals, home rodent poison or mothballs, paints and solvents, and working as a housekeeper). Conclusions: This preliminary evaluation suggests a positive association between vulvodynia and the reported history of exposures to a number of household and work-related environmental toxins. Further investigation of timing and dose of environmental exposures, relationship to clinical course, and treatment outcomes is warranted.",10.1089/jwh.2018.7188,University of Michigan Medical School,0000-0002-2905-5000,54383802700.0,
Kimberly Mckee,Host factors are associated with vaginal microbiome structure in pregnancy in the ECHO Cohort Consortium,2024.0,Scientific Reports,Article,16S rRNA gene amplicon sequence data; ECHO cohort; Host factors; Meta-analysis; Pregnancy; Vaginal microbiota structure; 16S rRNA gene amplicon sequence data; ECHO cohort; Host factors; Meta-analysis; Pregnancy; Vaginal microbiota structure,"The Author(s) 2024.Using pooled vaginal microbiota data from pregnancy cohorts (N = 683 participants) in the Environmental influences on Child Health Outcomes (ECHO) Program, we analyzed 16S rRNA gene amplicon sequences to identify clinical and demographic host factors that associate with vaginal microbiota structure in pregnancy both within and across diverse cohorts. Using PERMANOVA models, we assessed factors associated with vaginal community structure in pregnancy, examined whether host factors were conserved across populations, and tested the independent and combined effects of host factors on vaginal community state types (CSTs) using multinomial logistic regression models. Demographic and social factors explained a larger amount of variation in the vaginal microbiome in pregnancy than clinical factors. After adjustment, lower education, rather than self-identified race, remained a robust predictor of L. iners dominant (CST III) and diverse (CST IV) (OR = 8.44, 95% CI = 4.06–17.6 and OR = 4.18, 95% CI = 1.88–9.26, respectively). In random forest models, we identified specific taxonomic features of host factors, particularly urogenital pathogens associated with pregnancy complications (Aerococcus christensenii and Gardnerella spp.) among other facultative anaerobes and key markers of community instability (L. iners). Sociodemographic factors were robustly associated with vaginal microbiota structure in pregnancy and should be considered as sources of variation in human microbiome studies.",10.1038/s41598-024-62537-7,University of Michigan Medical School,0000-0002-2905-5000,54383802700.0,
Kimberly Mckee,Impact of sedentary behavior and emotional support on prenatal psychological distress and birth outcomes during the COVID-19 pandemic,2023.0,Psychological Medicine,Article,Birth outcomes; depression; pandemic; pregnancy; stress; Birth outcomes; depression; pandemic; pregnancy; stress,"The Author(s), 2023.Background Studies have reported mixed findings regarding the impact of the coronavirus disease 2019 (COVID-19) pandemic on pregnant women and birth outcomes. This study used a quasi-experimental design to account for potential confounding by sociodemographic characteristics. Methods Data were drawn from 16 prenatal cohorts participating in the Environmental influences on Child Health Outcomes (ECHO) program. Women exposed to the pandemic (delivered between 12 March 2020 and 30 May 2021) (n = 501) were propensity-score matched on maternal age, race and ethnicity, and child assigned sex at birth with 501 women who delivered before 11 March 2020. Participants reported on perceived stress, depressive symptoms, sedentary behavior, and emotional support during pregnancy. Infant gestational age (GA) at birth and birthweight were gathered from medical record abstraction or maternal report. Results After adjusting for propensity matching and covariates (maternal education, public assistance, employment status, prepregnancy body mass index), results showed a small effect of pandemic exposure on shorter GA at birth, but no effect on birthweight adjusted for GA. Women who were pregnant during the pandemic reported higher levels of prenatal stress and depressive symptoms, but neither mediated the association between pandemic exposure and GA. Sedentary behavior and emotional support were each associated with prenatal stress and depressive symptoms in opposite directions, but no moderation effects were revealed. Conclusions There was no strong evidence for an association between pandemic exposure and adverse birth outcomes. Furthermore, results highlight the importance of reducing maternal sedentary behavior and encouraging emotional support for optimizing maternal health regardless of pandemic conditions.",10.1017/S0033291723000314,University of Pittsburgh School of Medicine,0000-0002-2905-5000,54383802700.0,
Kimberly Mckee,Perinatal Outcomes During vs. Prior to the COVID-19 Pandemic and the Role of Maternal Depression and Perceived Stress: A Report from the ECHO Program,2023.0,American Journal of Perinatology,Article,Birth weight; COVID-19; Gestational age; Perinatal; Pregnancy; Stress; Birth weight; COVID-19; Gestational age; Perinatal; Pregnancy; Stress,"2023 Authors. All rights reserved.Objective: We sought to evaluate the impact of the COVID-19 pandemic on perinatal outcomes while accounting for maternal depression or perceived stress and to describe COVID-specific stressors, including changes in prenatal care, across specifc time periods of the pandemic. Study Design: Data dyads from 41 cohorts from the National Institutes of Health Environmental influences on Child Health Outcomes Program (N=2983) were used to compare birth outcomes before and during the pandemic (n= 2355), and a partially overlapping sample (n=1490) responded to a COVID-19 questionnaire. Psychosocial stress was defined using prenatal screening for depression and perceived stress. Propensity-score matching and general estimating equations with robust variance estimation were used to estimate the pandemic's effect on birth outcomes. Results: Symptoms of depression and perceived stress during pregnancy were similar prior to and during the pandemic, with nearly 40% of participants reporting mild to severe stress, and 24% reporting mild depression to severe depression. Gestations were shorter during the pandemic (B=-0.33 weeks, p=0.025), and depression was significantly associated with shortened gestation (B=-0.02 weeks, p=0.015) after adjustment. Birth weights were similar (B=-28.14 g, p=0.568), but infants born during the pandemic had slightly larger birth weights for gestational age at delivery than those born before the pandemic (B=0.15 z-score units, p=0.041). More women who gave birth early in the pandemic reported being moderately or extremely distressed about changes to their prenatal care and delivery (45%) compared with those who delivered later in the pandemic. A majority (72%) reported somewhat to extremely negative views of COVID-19 on their life. Conclusions: In this national cohort, we detected no efect of COVID-19 on prenatal depression or perceived stress. However, experiencing the COVID-19 pandemic in pregnancy was associated with decreases in gestational age at birth as well as distress about changes in prenatal care early in the pandemic.",10.1055/A-2033-5610,University of Michigan Medical School,0000-0002-2905-5000,54383802700.0,
Kimberly Mckee,"Perinatal mood and anxiety disorders, serious mental illness, and delivery-related health outcomes, United States, 2006-2015",2020.0,BMC Women's Health,Article,Depression/anxiety; Perinatal mood and anxiety disorders; Pregnancy; Serious mental illness; Severe maternal morbidity and mortality; Depression/anxiety; Perinatal mood and anxiety disorders; Pregnancy; Serious mental illness; Severe maternal morbidity and mortality,"2020 The Author(s).Background: National estimates of perinatal mood and anxiety disorders (PMAD) and serious mental illness (SMI) among delivering women over time, as well as associated outcomes and costs, are lacking. The prevalence of perinatal mood and anxiety disorders and serious mental illness from 2006 to 2015 were estimated as well as associated risk of adverse obstetric outcomes, including severe maternal morbidity and mortality (SMMM), and delivery costs. Methods: The study was a serial, cross-sectional analysis of National Inpatient Sample data. The prevalence of PMAD and SMI was estimated among delivering women as well as obstetric outcomes, healthcare utilization, and delivery costs using adjusted weighted logistic with predictive margins and generalized linear regression models, respectively. Results: The study included an estimated 39,025,974 delivery hospitalizations from 2006 to 2015 in the U.S. PMAD increased from 18.4 (95% CI 16.4-20.0) to 40.4 (95% CI 39.3-41.6) per 1000 deliveries. SMI also increased among delivering women over time, from 4.2 (95% CI 3.9-4.6) to 8.1 (95% CI 7.9-8.4) per 1000 deliveries. Medicaid covered 72% (95% CI 71.2-72.9) of deliveries complicated by SMI compared to 44% (95% CI 43.1-45.0) and 43.5% (95% CI 42.5-44.5) among PMAD and all other deliveries, respectively. Women with PMAD and SMI experienced higher incidence of SMMM, and increased hospital transfers, lengths of stay, and delivery-related costs compared to other deliveries (P <.001 for all). Conclusion: Over the past decade, the prevalence of both PMAD and SMI among delivering women increased substantially across the United States, and affected women had more adverse obstetric outcomes and delivery-related costs compared to other deliveries.",10.1186/s12905-020-00996-6,University of Michigan Medical School,0000-0002-2905-5000,54383802700.0,
Kimberly Mckee,State breastfeeding worksite statutes..Breastfeeding rates..and,2011.0,Breastfeeding Medicine,Article,"comparing breastfeeding, breastfeeding statute, breastfeeding, breastfeeding rates, breastfeeding statutes, statutes breastfeeding, breastfeeding worksite, breastfeeding duration, state breastfeeding","Background: State worksite breastfeeding statutes are thought to play a role in increasing rates of breastfeeding duration, which remain below Healthy People 2010 goals. As of 2010 24 states including the District of Columbia had such worksite statutes. Of these only 18 required both break time and a site. This preliminary analysis assessed if infants born in states with worksite breastfeeding statutes had longer breastfeeding duration. Methods: Using the 2009 National Immunization Survey we analyzed infants comparing breastfeeding duration at 6 months with type of worksite breastfeeding statute in place, while adjusting for year enacted and other state characteristics (years since founding of state breastfeeding coalition, breastfeeding supportive hospital practices). Other covariates included maternal and infant characteristics. Only those infants whose mothers were at least 18 years old and who had not changed state of residence since birth were included (n=16,145). Results: Although requiring a site and/or break time for breastfeeding increased the likelihood of breastfeeding at 6 months (odds ratio, 1.20; 95% confidence interval, 1.07-1.35; p=0.002), after accounting for other factors this relationship remained positive but was not significant (adjusted odd ratio, 1.07; 95% confidence interval, 0.92-1.24). Because all mothers, not just those in or returning to the workforce, were included in the analysis this relationship could be underestimated. Breastfeeding at 6 months was associated with being from a state that had had a breastfeeding coalition for a longer period of time (adjusted odds ratio, 1.25; 95% confidence interval, 1.04-1.49; p<0001). Conclusions: State worksite breastfeeding statutes alone may not directly affect breastfeeding duration. Analysis of breastfeeding duration using the multiple levels of the social-ecological model is a potentially useful approach to understanding the impact of state breastfeeding statutes. The impact of state breastfeeding coalitions warrants further study. © 2011, Mary Ann Liebert, Inc.",10.1089/bfm.2011.0082,University of Rochester,0000-0002-2905-5000,54383802700.0,
Kimberly Mckee,Antenatal Hospital Use among Deaf and Hard of Hearing Women,2024.0,American Journal of Perinatology,Article,deaf and hard of hearing mothers; deaf health; health care barriers; pregnant deaf mothers,"2023. Thieme. All rights reserved.Objective Hearing loss is increasingly prevalent among younger adults, impacting health and health care use. Deaf and hard of hearing (DHH) women have a higher risk of chronic diseases, pregnancy complications, and adverse birth outcomes compared with hearing women. Health care utilization patterns during the perinatal period remain not well understood. The objective of this study was to examine differences in antenatal emergency department and inpatient utilization among DHH and non-DHH women. Study Design We conducted a retrospective cohort study design to analyze 2002 to 2013 Massachusetts Pregnancy to Early Life Longitudinal data to compare antenatal inpatient and emergency department use between DHH (N = 925) and hearing (N = 2,895) women with singleton deliveries. Matching was done based on delivery year, age at delivery, and birth parity in 1:3 case-control ratio. Demographic, socioeconomic, clinical, and hospital characteristics were first compared for DHH mothers and the matched control group using chi-squared tests and t -tests. Multivariable models were adjusted for sociodemographic and clinical characteristics. Results Among DHH women (N = 925), 49% had at least one emergency department visit, 19% had an observational stay, and 14% had a nondelivery hospital stay compared with 26, 14, and 6%, respectively, among hearing women (N = 28,95) during the antenatal period (all p s < 0.001). The risk of nondelivery emergency department visits (risk ratio [RR] 1.58; p < 0.001) and inpatient stays (RR = 1.89; p < 0.001) remained higher among DHH women compared with hearing women even after adjustment. Having four or more antenatal emergency department visits (7 vs. 2%) and two or more nondelivery hospital stays (4 vs. 0.4%) were more common among pregnant DHH women compared with their controls (all p -values < 0.001). Conclusion The findings demonstrate that DHH women use emergency departments and inpatient services at a significantly higher rate than their hearing controls during the antenatal period. A systematic investigation of the mechanisms for these findings are needed. Key Points Antenatal emergency department use is significantly higher among deaf and hard of hearing women. Antenatal hospitalizations are significantly higher among deaf and hard of hearing women. Hearing loss screening may identify those at risk for adverse pregnancy and birth outcomes.",10.1055/a-2053-7439,University of Michigan Medical School,0000-0002-5561-9885,54383802700.0,
Kimberly Mckee,Severe maternal morbidity in deaf or hard of hearing women in the United States,2024.0,Preventive Medicine,Article,Deaf persons; Health equity; Hearing loss; Maternal health; Pregnancy; Severe maternal morbidity,"2024Objective: Prior studies on severe maternal morbidity (SMM) have often excluded women who are deaf or hard of hearing (DHH), even though they are at increased risk of pregnancy complications and adverse birth outcomes. This study compared rates of SMM during delivery and postpartum among DHH and non-DHH women. Methods: This nationally representative retrospective cohort study used hospital discharge data from the 2004–2020 Health Care and Cost Utilization Project Nationwide Inpatient Sample. The risk of SMM with and without blood transfusion during delivery and postpartum among DHH and non-DHH women were compared using modified Poisson regression analysis. The study was conducted in the United States in 2022–2023. Results: The cohort included 9351 births to DHH women for the study period, and 13,574,382 age-matched and delivery year-matched births to non-DHH women in a 1:3 case-control ratio. The main outcomes were SMM and non-transfusion SMM during delivery and postpartum. Relative risks were sequentially adjusted for sociodemographic characteristics, hospital-level characteristics, and clinical characteristics. In unadjusted analyses, DHH women were at 80% higher risk for SMM (RR = 1.81, 95% CI 1.63–2.02, p < 0.001) during delivery and postpartum compared to non-DHH women. Adjustment for socio-demographic and hospital characteristics attenuated risk for SMM (RR = 1.54, 95% CI 1.38–1.72, p < 0.001). Adjustment for the Elixhauser comorbidity score further attenuated the risk of SMM among DHH women (RR = 1.13, 95% CI 1.01–1.26, p < 0.05). Conclusion: The findings of this study demonstrate a critical need for inclusive preconception, prenatal, and postpartum care that address conditions that increase the risk for SMM among DHH people.",10.1016/j.ypmed.2024.107883,Brandeis University,0000-0002-5561-9885,54383802700.0,
